year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2016,CALIFORNIA,CA,CALAVERAS,6009,US PRESIDENT,OTHER,OTHER,1681,23136,20220315,TOTAL
2016,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2661,6632,20220315,TOTAL
2016,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3551,6632,20220315,TOTAL
2016,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,OTHER,OTHER,420,6632,20220315,TOTAL
2016,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,319287,466175,20220315,TOTAL
2016,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,DONALD TRUMP,REPUBLICAN,115956,466175,20220315,TOTAL
2016,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,OTHER,OTHER,30932,466175,20220315,TOTAL
2016,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3485,9558,20220315,TOTAL
2016,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5134,9558,20220315,TOTAL
2016,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,OTHER,OTHER,939,9558,20220315,TOTAL
2016,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,36404,93591,20220315,TOTAL
2016,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,DONALD TRUMP,REPUBLICAN,49247,93591,20220315,TOTAL
2016,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,OTHER,OTHER,7940,93591,20220315,TOTAL
2016,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,141341,282319,20220315,TOTAL
2016,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,DONALD TRUMP,REPUBLICAN,124049,282319,20220315,TOTAL
2016,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,OTHER,OTHER,16929,282319,20220315,TOTAL
2016,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,75820,128571,20220315,TOTAL
2016,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,DONALD TRUMP,REPUBLICAN,46834,128571,20220315,TOTAL
2016,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,OTHER,OTHER,5917,128571,20220315,TOTAL
2016,FLORIDA,FL,BAKER,12003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2112,12634,20220315,TOTAL
2016,FLORIDA,FL,BAKER,12003,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10294,12634,20220315,TOTAL
2016,FLORIDA,FL,BAKER,12003,US PRESIDENT,OTHER,OTHER,228,12634,20220315,TOTAL
2016,FLORIDA,FL,BAY,12005,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,21797,87453,20220315,TOTAL
2016,FLORIDA,FL,BAY,12005,US PRESIDENT,DONALD TRUMP,REPUBLICAN,62194,87453,20220315,TOTAL
2016,FLORIDA,FL,BAY,12005,US PRESIDENT,OTHER,OTHER,3462,87453,20220315,TOTAL
2016,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2924,12098,20220315,TOTAL
2016,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8913,12098,20220315,TOTAL
2016,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,OTHER,OTHER,261,12098,20220315,TOTAL
2016,FLORIDA,FL,BREVARD,12009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,119679,314752,20220315,TOTAL
2016,FLORIDA,FL,BREVARD,12009,US PRESIDENT,DONALD TRUMP,REPUBLICAN,181848,314752,20220315,TOTAL
2016,FLORIDA,FL,BREVARD,12009,US PRESIDENT,OTHER,OTHER,13225,314752,20220315,TOTAL
2016,FLORIDA,FL,BROWARD,12011,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,553320,831951,20220315,TOTAL
2016,FLORIDA,FL,BROWARD,12011,US PRESIDENT,DONALD TRUMP,REPUBLICAN,260951,831951,20220315,TOTAL
2016,FLORIDA,FL,BROWARD,12011,US PRESIDENT,OTHER,OTHER,17680,831951,20220315,TOTAL
2016,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1241,6081,20220315,TOTAL
2016,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4655,6081,20220315,TOTAL
2016,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,OTHER,OTHER,185,6081,20220315,TOTAL
2016,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,33445,96374,20220315,TOTAL
2016,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,60218,96374,20220315,TOTAL
2016,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,OTHER,OTHER,2711,96374,20220315,TOTAL
2016,FLORIDA,FL,CITRUS,12017,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,22789,79700,20220315,TOTAL
2016,FLORIDA,FL,CITRUS,12017,US PRESIDENT,DONALD TRUMP,REPUBLICAN,54456,79700,20220315,TOTAL
2016,FLORIDA,FL,CITRUS,12017,US PRESIDENT,OTHER,OTHER,2455,79700,20220315,TOTAL
2016,FLORIDA,FL,CLAY,12019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,27822,106483,20220315,TOTAL
2016,FLORIDA,FL,CLAY,12019,US PRESIDENT,DONALD TRUMP,REPUBLICAN,74963,106483,20220315,TOTAL
2016,FLORIDA,FL,CLAY,12019,US PRESIDENT,OTHER,OTHER,3698,106483,20220315,TOTAL
2016,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7676,31951,20220315,TOTAL
2016,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,DONALD TRUMP,REPUBLICAN,22790,31951,20220315,TOTAL
2016,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,OTHER,OTHER,1485,31951,20220315,TOTAL
2016,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1262,2846,20220315,TOTAL
2016,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1496,2846,20220315,TOTAL
2016,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,OTHER,OTHER,88,2846,20220315,TOTAL
2016,ILLINOIS,IL,BOND,17005,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2068,7530,20220315,TOTAL
2016,ILLINOIS,IL,BOND,17005,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4888,7530,20220315,TOTAL
2016,ILLINOIS,IL,BOND,17005,US PRESIDENT,OTHER,OTHER,574,7530,20220315,TOTAL
2016,ILLINOIS,IL,BOONE,17007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8986,23001,20220315,TOTAL
2016,ILLINOIS,IL,BOONE,17007,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12282,23001,20220315,TOTAL
2016,ILLINOIS,IL,BOONE,17007,US PRESIDENT,OTHER,OTHER,1733,23001,20220315,TOTAL
2016,ILLINOIS,IL,BROWN,17009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,476,2379,20220315,TOTAL
2016,ILLINOIS,IL,BROWN,17009,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1796,2379,20220315,TOTAL
2016,ILLINOIS,IL,BROWN,17009,US PRESIDENT,OTHER,OTHER,107,2379,20220315,TOTAL
2016,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6029,16571,20220315,TOTAL
2016,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9281,16571,20220315,TOTAL
2016,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,OTHER,OTHER,1261,16571,20220315,TOTAL
2016,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,739,2571,20220315,TOTAL
2016,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1721,2571,20220315,TOTAL
2016,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,OTHER,OTHER,111,2571,20220315,TOTAL
2016,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2447,7445,20220315,TOTAL
2016,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4434,7445,20220315,TOTAL
2016,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,OTHER,OTHER,564,7445,20220315,TOTAL
2016,ILLINOIS,IL,CASS,17017,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1621,5124,20220315,TOTAL
2016,ILLINOIS,IL,CASS,17017,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3216,5124,20220315,TOTAL
2016,ILLINOIS,IL,CASS,17017,US PRESIDENT,OTHER,OTHER,287,5124,20220315,TOTAL
2016,ILLINOIS,IL,CHAMPAIGN,17019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,50137,91628,20220315,TOTAL
2016,ILLINOIS,IL,CHAMPAIGN,17019,US PRESIDENT,DONALD TRUMP,REPUBLICAN,33368,91628,20220315,TOTAL
2016,ILLINOIS,IL,CHAMPAIGN,17019,US PRESIDENT,OTHER,OTHER,8123,91628,20220315,TOTAL
2020,CALIFORNIA,CA,ALAMEDA,6001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,617659,770070,20220315,TOTAL
2020,CALIFORNIA,CA,ALAMEDA,6001,US PRESIDENT,OTHER,GREEN,4664,770070,20220315,TOTAL
2020,CALIFORNIA,CA,ALAMEDA,6001,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,6295,770070,20220315,TOTAL
2020,CALIFORNIA,CA,ALAMEDA,6001,US PRESIDENT,OTHER,OTHER,5143,770070,20220315,TOTAL
2020,CALIFORNIA,CA,ALAMEDA,6001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,136309,770070,20220315,TOTAL
2020,CALIFORNIA,CA,ALPINE,6003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,476,741,20220315,TOTAL
2020,CALIFORNIA,CA,ALPINE,6003,US PRESIDENT,OTHER,GREEN,4,741,20220315,TOTAL
2020,CALIFORNIA,CA,ALPINE,6003,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,15,741,20220315,TOTAL
2020,CALIFORNIA,CA,ALPINE,6003,US PRESIDENT,OTHER,OTHER,2,741,20220315,TOTAL
2020,CALIFORNIA,CA,ALPINE,6003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,244,741,20220315,TOTAL
2020,CALIFORNIA,CA,AMADOR,6005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8153,22304,20220315,TOTAL
2020,CALIFORNIA,CA,AMADOR,6005,US PRESIDENT,OTHER,GREEN,110,22304,20220315,TOTAL
2020,CALIFORNIA,CA,AMADOR,6005,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,349,22304,20220315,TOTAL
2020,CALIFORNIA,CA,AMADOR,6005,US PRESIDENT,OTHER,OTHER,107,22304,20220315,TOTAL
2020,CALIFORNIA,CA,AMADOR,6005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13585,22304,20220315,TOTAL
2020,CALIFORNIA,CA,BUTTE,6007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,50426,102066,20220315,TOTAL
2020,CALIFORNIA,CA,BUTTE,6007,US PRESIDENT,OTHER,GREEN,507,102066,20220315,TOTAL
2020,CALIFORNIA,CA,BUTTE,6007,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1774,102066,20220315,TOTAL
2020,CALIFORNIA,CA,BUTTE,6007,US PRESIDENT,OTHER,OTHER,629,102066,20220315,TOTAL
2020,CALIFORNIA,CA,BUTTE,6007,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,48730,102066,20220315,TOTAL
2020,CALIFORNIA,CA,CALAVERAS,6009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10046,27164,20220315,TOTAL
2020,CALIFORNIA,CA,CALAVERAS,6009,US PRESIDENT,OTHER,GREEN,125,27164,20220315,TOTAL
2020,CALIFORNIA,CA,CALAVERAS,6009,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,359,27164,20220315,TOTAL
2020,CALIFORNIA,CA,CALAVERAS,6009,US PRESIDENT,OTHER,OTHER,116,27164,20220315,TOTAL
2020,CALIFORNIA,CA,CALAVERAS,6009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16518,27164,20220315,TOTAL
2020,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3239,7961,20220315,TOTAL
2020,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,OTHER,GREEN,25,7961,20220315,TOTAL
2020,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,81,7961,20220315,TOTAL
2020,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,OTHER,OTHER,57,7961,20220315,TOTAL
2020,CALIFORNIA,CA,COLUSA,6011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4559,7961,20220315,TOTAL
2020,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,416386,581316,20220315,TOTAL
2020,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,OTHER,GREEN,2618,581316,20220315,TOTAL
2020,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,6116,581316,20220315,TOTAL
2020,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,OTHER,OTHER,3319,581316,20220315,TOTAL
2020,CALIFORNIA,CA,CONTRA COSTA,6013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,152877,581316,20220315,TOTAL
2020,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4677,11453,20220315,TOTAL
2020,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,OTHER,GREEN,78,11453,20220315,TOTAL
2020,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,150,11453,20220315,TOTAL
2020,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,OTHER,OTHER,87,11453,20220315,TOTAL
2020,CALIFORNIA,CA,DEL NORTE,6015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6461,11453,20220315,TOTAL
2020,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,51621,116159,20220315,TOTAL
2020,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,OTHER,GREEN,460,116159,20220315,TOTAL
2020,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1871,116159,20220315,TOTAL
2020,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,OTHER,OTHER,369,116159,20220315,TOTAL
2020,CALIFORNIA,CA,EL DORADO,6017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,61838,116159,20220315,TOTAL
2020,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,193025,364917,20220315,TOTAL
2020,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,OTHER,GREEN,1474,364917,20220315,TOTAL
2020,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,4031,364917,20220315,TOTAL
2020,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,OTHER,OTHER,1923,364917,20220315,TOTAL
2020,CALIFORNIA,CA,FRESNO,6019,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,164464,364917,20220315,TOTAL
2020,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,89704,142604,20220315,TOTAL
2020,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,OTHER,GREEN,302,142604,20220315,TOTAL
2020,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1390,142604,20220315,TOTAL
2020,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,OTHER,OTHER,236,142604,20220315,TOTAL
2020,FLORIDA,FL,ALACHUA,12001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,50972,142604,20220315,TOTAL
2020,FLORIDA,FL,BAKER,12003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2037,14059,20220315,TOTAL
2020,FLORIDA,FL,BAKER,12003,US PRESIDENT,OTHER,GREEN,10,14059,20220315,TOTAL
2020,FLORIDA,FL,BAKER,12003,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,93,14059,20220315,TOTAL
2020,FLORIDA,FL,BAKER,12003,US PRESIDENT,OTHER,OTHER,8,14059,20220315,TOTAL
2020,FLORIDA,FL,BAKER,12003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11911,14059,20220315,TOTAL
2020,FLORIDA,FL,BAY,12005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25614,93024,20220315,TOTAL
2020,FLORIDA,FL,BAY,12005,US PRESIDENT,OTHER,GREEN,142,93024,20220315,TOTAL
2020,FLORIDA,FL,BAY,12005,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1004,93024,20220315,TOTAL
2020,FLORIDA,FL,BAY,12005,US PRESIDENT,OTHER,OTHER,167,93024,20220315,TOTAL
2020,FLORIDA,FL,BAY,12005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,66097,93024,20220315,TOTAL
2020,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3160,13632,20220315,TOTAL
2020,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,OTHER,GREEN,11,13632,20220315,TOTAL
2020,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,110,13632,20220315,TOTAL
2020,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,OTHER,OTHER,17,13632,20220315,TOTAL
2020,FLORIDA,FL,BRADFORD,12007,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10334,13632,20220315,TOTAL
2020,FLORIDA,FL,BREVARD,12009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,148549,360764,20220315,TOTAL
2020,FLORIDA,FL,BREVARD,12009,US PRESIDENT,OTHER,GREEN,553,360764,20220315,TOTAL
2020,FLORIDA,FL,BREVARD,12009,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3178,360764,20220315,TOTAL
2020,FLORIDA,FL,BREVARD,12009,US PRESIDENT,OTHER,OTHER,601,360764,20220315,TOTAL
2020,FLORIDA,FL,BREVARD,12009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,207883,360764,20220315,TOTAL
2020,FLORIDA,FL,BROWARD,12011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,618752,957672,20220315,TOTAL
2020,FLORIDA,FL,BROWARD,12011,US PRESIDENT,OTHER,GREEN,1253,957672,20220315,TOTAL
2020,FLORIDA,FL,BROWARD,12011,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3114,957672,20220315,TOTAL
2020,FLORIDA,FL,BROWARD,12011,US PRESIDENT,OTHER,OTHER,1144,957672,20220315,TOTAL
2020,FLORIDA,FL,BROWARD,12011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,333409,957672,20220315,TOTAL
2020,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1209,6526,20220315,TOTAL
2020,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,OTHER,GREEN,4,6526,20220315,TOTAL
2020,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,29,6526,20220315,TOTAL
2020,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,OTHER,OTHER,10,6526,20220315,TOTAL
2020,FLORIDA,FL,CALHOUN,12013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5274,6526,20220315,TOTAL
2020,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,42273,116340,20220315,TOTAL
2020,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,OTHER,GREEN,129,116340,20220315,TOTAL
2020,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,565,116340,20220315,TOTAL
2020,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,OTHER,OTHER,130,116340,20220315,TOTAL
2020,FLORIDA,FL,CHARLOTTE,12015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,73243,116340,20220315,TOTAL
2020,FLORIDA,FL,CITRUS,12017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27092,93208,20220315,TOTAL
2020,FLORIDA,FL,CITRUS,12017,US PRESIDENT,OTHER,GREEN,86,93208,20220315,TOTAL
2020,FLORIDA,FL,CITRUS,12017,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,548,93208,20220315,TOTAL
2020,FLORIDA,FL,CITRUS,12017,US PRESIDENT,OTHER,OTHER,130,93208,20220315,TOTAL
2020,FLORIDA,FL,CITRUS,12017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,65352,93208,20220315,TOTAL
2020,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8633,33527,20220315,TOTAL
2020,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,OTHER,GREEN,102,33527,20220315,TOTAL
2020,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,483,33527,20220315,TOTAL
2020,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,OTHER,OTHER,89,33527,20220315,TOTAL
2020,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,24220,33527,20220315,TOTAL
2020,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1114,2618,20220315,TOTAL
2020,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,OTHER,GREEN,5,2618,20220315,TOTAL
2020,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,7,2618,20220315,TOTAL
2020,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,OTHER,OTHER,6,2618,20220315,TOTAL
2020,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1486,2618,20220315,TOTAL
2020,ILLINOIS,IL,BOND,17005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2288,8145,20220315,TOTAL
2020,ILLINOIS,IL,BOND,17005,US PRESIDENT,OTHER,GREEN,41,8145,20220315,TOTAL
2020,ILLINOIS,IL,BOND,17005,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,158,8145,20220315,TOTAL
2020,ILLINOIS,IL,BOND,17005,US PRESIDENT,OTHER,OTHER,33,8145,20220315,TOTAL
2020,ILLINOIS,IL,BOND,17005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5625,8145,20220315,TOTAL
2020,ILLINOIS,IL,BOONE,17007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10542,24979,20220315,TOTAL
2020,ILLINOIS,IL,BOONE,17007,US PRESIDENT,OTHER,GREEN,146,24979,20220315,TOTAL
2020,ILLINOIS,IL,BOONE,17007,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,360,24979,20220315,TOTAL
2020,ILLINOIS,IL,BOONE,17007,US PRESIDENT,OTHER,OTHER,48,24979,20220315,TOTAL
2020,ILLINOIS,IL,BOONE,17007,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13883,24979,20220315,TOTAL
2020,ILLINOIS,IL,BROWN,17009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,486,2521,20220315,TOTAL
2020,ILLINOIS,IL,BROWN,17009,US PRESIDENT,OTHER,GREEN,10,2521,20220315,TOTAL
2020,ILLINOIS,IL,BROWN,17009,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,47,2521,20220315,TOTAL
2020,ILLINOIS,IL,BROWN,17009,US PRESIDENT,OTHER,OTHER,47,2521,20220315,TOTAL
2020,ILLINOIS,IL,BROWN,17009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1931,2521,20220315,TOTAL
2020,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6669,17434,20220315,TOTAL
2020,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,OTHER,GREEN,95,17434,20220315,TOTAL
2020,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,209,17434,20220315,TOTAL
2020,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,OTHER,OTHER,50,17434,20220315,TOTAL
2020,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10411,17434,20220315,TOTAL
2020,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,677,2772,20220315,TOTAL
2020,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,OTHER,GREEN,8,2772,20220315,TOTAL
2020,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,36,2772,20220315,TOTAL
2020,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,OTHER,OTHER,5,2772,20220315,TOTAL
2020,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2046,2772,20220315,TOTAL
2020,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2748,8024,20220315,TOTAL
2020,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,OTHER,GREEN,39,8024,20220315,TOTAL
2020,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,111,8024,20220315,TOTAL
2020,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,OTHER,OTHER,21,8024,20220315,TOTAL
2020,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5105,8024,20220315,TOTAL
2020,ILLINOIS,IL,CASS,17017,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1615,5317,20220315,TOTAL
2020,ILLINOIS,IL,CASS,17017,US PRESIDENT,OTHER,GREEN,17,5317,20220315,TOTAL
2020,ILLINOIS,IL,CASS,17017,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,50,5317,20220315,TOTAL
2020,ILLINOIS,IL,CASS,17017,US PRESIDENT,OTHER,OTHER,10,5317,20220315,TOTAL
2020,ILLINOIS,IL,CASS,17017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3625,5317,20220315,TOTAL
